1,36793488,,,
2,35150680,,,
3,34105276,,,
4,32910494,,,
5,30819642,,,
6,27085991,,,
7,24099068,,,
8,21112145,,,
9,20962629,,,
10,20141390,,,
11,18871955,,,
12,17079792,,,
13,16631756,,,
14,15885028,,,
15,15586353,,,
16,14690255,,,
17,14391562,,,
18,14018202,,,
19,13794176,,,
20,13719509,,,
21,13644833,,,
22,13495482,,,
23,13346140,,,
24,13047447,,,
25,12898105,,,
26,12748736,,,
27,12599412,,,
28,12524736,,,
29,11925523,,,
30,11608199,,,
31,11342390,,,
32,11171238,,,
33,9015103,,,
34,8940427,,,
35,8865752,,,
36,8716409,,,
37,8656673,,,
38,8522242,,,
39,8387848,,,
40,8268365,,,
41,8148892,,,
42,8014479,,,
43,7895005,,,
44,7781160,,,
45,7621704,,,
46,7449949,,,
47,7222944,,,
48,7073601,,,
49,6924241,,,
50,6774908,,,
51,6625566,,,
52,6476215,,,
53,6326873,,,
54,6177522,,,
55,6028180,,,
56,5953504,,,
57,5908697,,,
58,5834031,,,
59,5729487,,,
60,5684680,,,
61,5624943,,,
62,5580136,,,
63,5565206,,,
64,5535337,,,
65,5236498,,,
66,5223414,,,
67,5217530,,,
68,5208009,,,
69,5192614,,,
70,5163275,,,
71,5143293,,,
72,5129186,,,
73,5110172,,,
74,5100752,,,
75,5086188,,,
76,5045008,,,
77,5033459,,,
78,5015094,,,
79,4997962,,,
80,4980830,,,
81,4968706,,,
82,4944000,,,
83,4926430,,,
84,4916589,,,
85,4899896,,,
86,4884290,,,
87,4875766,,,
88,4872933,,,
89,4871517,,,
90,4870101,,,
91,4863020,,,
92,4848858,,,
93,4834695,,,
94,4820533,,,
95,4806371,,,
96,4785850,,,
97,4785850,,,
98,4785850,,,
99,4785850,,,
100,4785850,,,
101,4785850,,,
102,4785850,,,
103,4785850,,,
104,4785850,,,
105,4785850,,,
106,4305687,,,
107,4287366,,,
108,4284748,,,
109,4279804,,,
110,4272415,,,
111,4268142,,,
112,4265252,,,
113,4261205,,,
114,4256720,,,
115,4251251,,,
116,4238287,,,
117,4236532,,,
118,4233542,,,
119,4232798,,,
120,4229057,,,
121,4219588,,,
122,4216564,,,
123,4209653,,,
124,4202417,,,
125,4197812,,,
126,4193174,,,
127,4186369,,,
128,4177904,,,
129,4177904,,,
130,4170926,,,
131,4165364,,,
132,4157145,,,
133,4153583,,,
134,4145403,,,
135,4139662,,,
136,4130379,,,
137,4120664,,,
138,3979345,,,
139,3979345,,,
140,3979345,,,
141,3979345,,,
142,3979345,,,
143,3979345,,,
144,3979345,,,
145,3838019,,,
146,3834862,,,
147,3832185,,,
148,3830610,,,
149,3823712,,,
150,3815526,,,
151,3813080,,,
152,3810588,,,
153,3809758,,,
154,3808927,,,
155,3803033,,,
156,3800289,,,
157,3798960,,,
158,3798548,,,
159,3797797,,,
160,3797564,,,
161,3795723,,,
162,3793776,,,
163,3791072,,,
164,3790221,,,
165,3787331,,,
166,3785989,,,
167,3783051,,,
168,3781769,,,
169,3776586,,,
170,3775882,,,
171,3773210,,,
172,3764871,,,
173,3760518,,,
174,3753774,,,
175,3750451,,,
176,3746298,,,
177,3720150,,,
178,3720150,,,
179,3720150,,,
180,3720150,,,
181,3720150,,,
182,3720150,,,
183,3720150,,,
184,3720150,,,
185,3694002,,,
186,3687849,,,
187,3684500,,,
188,3680346,,,
189,3675914,,,
190,3672353,,,
191,3670087,,,
192,3668472,,,
193,3666060,,,
194,3663568,,,
195,3662837,,,
196,3658870,,,
197,3656425,,,
198,3655760,,,
199,3654943,,,
200,3654185,,,
201,3653135,,,
202,3652889,,,
203,3652544,,,
204,3652418,,,
205,3651361,,,
206,3649780,,,
207,3648902,,,
208,3646623,,,
209,3644291,,,
210,3641859,,,
211,3641141,,,
212,3640477,,,
213,3636244,,,
214,3633685,,,
215,3631174,,,
216,3626575,,,
217,3610707,,,
218,3610707,,,
219,3610707,,,
220,3610707,,,
221,3610707,,,
222,3610707,,,
223,3610707,,,
224,3610707,,,
225,3610707,,,
226,3610707,,,
227,3610707,,,
228,3610707,,,
229,3594832,,,
230,3594460,,,
231,3592134,,,
232,3591244,,,
233,3588227,,,
234,3585875,,,
235,3584207,,,
236,3583742,,,
237,3583409,,,
238,3582698,,,
239,3580672,,,
240,3580100,,,
241,3580087,,,
242,3578678,,,
243,3578306,,,
244,3576100,,,
245,3574439,,,
246,3572950,,,
247,3569063,,,
248,3565375,,,
249,3564524,,,
250,3563647,,,
251,3562770,,,
252,3562119,,,
253,3561401,,,
254,3560737,,,
255,3560072,,,
256,3559062,,,
257,3558325,,,
258,3557268,,,
259,3556245,,,
